73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
15	0
15	0
26	1
26	1
27	1
27	1
41	0
41	0
42	0
42	0
43	0
43	0
46	0
46	0
47	0
47	0
58	1
58	1
59	1
59	1
73	0
73	0
74	0
74	0
75	0
90	1
90	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
24	1
24	1
26	1
27	1
43	0
43	0
56	1
56	1
88	1
88	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
24	1
24	1
25	1
25	1
26	1
26	1
27	1
27	1
29	1
29	1
30	1
31	1
42	0
42	0
57	1
57	1
74	0
74	0
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
24	1
24	1
25	1
25	1
26	1
26	1
27	1
27	1
73	0
73	0
74	0
74	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
12	0
12	0
15	0
15	0
26	1
26	1
27	1
27	1
33	0
33	0
44	0
44	0
45	0
45	0
47	0
47	0
47	0
47	0
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
76	0
76	0
78	0
78	0
79	0
79	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
42	0
42	0
57	1
57	1
58	1
58	1
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
15	0
15	0
17	1
17	1
20	1
20	1
21	1
21	1
22	1
22	1
23	1
23	1
24	1
24	1
27	1
40	0
40	0
41	0
41	0
42	0
42	0
43	0
43	0
47	0
47	0
52	1
52	1
53	1
53	1
56	1
56	1
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
10	0
10	0
11	0
11	0
24	1
24	1
26	1
26	1
27	1
27	1
42	0
42	0
56	1
56	1
58	1
58	1
59	1
59	1
63	1
63	1
74	0
74	0
79	0
79	0
88	1
88	1
89	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
26	1
26	1
27	1
33	0
33	0
42	0
42	0
46	0
46	0
47	0
47	0
47	0
47	0
52	1
52	1
57	1
57	1
58	1
58	1
59	1
59	1
63	1
63	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
12	0
12	0
15	0
15	0
27	1
27	1
43	0
43	0
44	0
44	0
46	0
46	0
47	0
47	0
47	0
47	0
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
42	0
42	0
74	0
74	0
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
27	1
41	0
41	0
42	0
42	0
43	0
47	0
47	0
47	0
47	0
57	1
57	1
58	1
58	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
19	1
19	1
24	1
24	1
51	1
51	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
88	1
88	1
89	1
9	0
9	0
10	0
10	0
11	0
11	0
14	0
15	0
15	0
24	1
24	1
25	1
25	1
26	1
26	1
27	1
27	1
42	0
42	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
57	1
57	1
58	1
58	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
74	0
74	0
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
11	0
11	0
15	0
15	0
24	1
24	1
43	0
43	0
56	1
56	1
58	1
58	1
59	1
59	1
75	0
75	0
88	1
88	1
89	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
33	0
33	0
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
24	1
24	1
25	1
25	1
26	1
27	1
42	0
42	0
56	1
56	1
57	1
57	1
74	0
74	0
75	0
75	0
88	1
88	1
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
92	1
92	1
93	1
93	1
93	1
93	1
94	1
94	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
26	1
26	1
27	1
27	1
43	0
43	0
57	1
57	1
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
24	1
24	1
26	1
27	1
47	0
47	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
79	0
79	0
88	1
88	1
89	1
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
42	0
42	0
58	1
58	1
59	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
24	1
24	1
27	1
43	0
43	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
42	0
42	0
43	0
43	0
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
90	1
90	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
43	0
43	0
56	1
56	1
58	1
58	1
59	1
59	1
75	0
75	0
88	1
88	1
89	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
24	1
24	1
43	0
43	0
56	1
56	1
59	1
59	1
75	0
75	0
88	1
88	1
89	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
25	1
25	1
26	1
26	1
27	1
42	0
42	0
43	0
43	0
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
24	1
24	1
25	1
25	1
43	0
43	0
56	1
56	1
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
25	1
25	1
26	1
26	1
42	0
42	0
43	0
43	0
47	0
47	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
10	0
10	0
15	0
15	0
25	1
25	1
42	0
42	0
43	0
43	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
24	1
24	1
43	0
43	0
56	1
56	1
75	0
75	0
88	1
88	1
89	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
23	1
23	1
24	1
24	1
26	1
26	1
27	1
27	1
11	0
11	0
25	1
25	1
26	1
26	1
27	1
33	0
33	0
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
26	1
26	1
27	1
42	0
42	0
56	1
56	1
57	1
57	1
58	1
58	1
74	0
74	0
75	0
75	0
88	1
88	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
25	1
25	1
26	1
26	1
40	0
40	0
41	0
41	0
42	0
42	0
43	0
43	0
47	0
47	0
56	1
56	1
57	1
57	1
58	1
58	1
59	1
59	1
73	0
73	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
47	0
47	0
47	0
47	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
24	1
24	1
41	0
41	0
42	0
42	0
43	0
43	0
46	0
46	0
47	0
47	0
64	0
64	0
65	0
65	0
66	0
66	0
67	0
73	0
73	0
74	0
74	0
75	0
75	0
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
26	1
26	1
27	1
27	1
41	0
41	0
42	0
42	0
43	0
43	0
46	0
46	0
47	0
47	0
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
25	1
25	1
26	1
26	1
27	1
74	0
74	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
42	0
42	0
57	1
57	1
58	1
58	1
64	0
65	0
72	0
72	0
73	0
73	0
74	0
75	0
78	0
11	0
11	0
25	1
25	1
26	1
26	1
27	1
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
24	1
24	1
27	1
43	0
43	0
47	0
47	0
56	1
56	1
59	1
59	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
78	0
88	1
88	1
89	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
33	0
33	0
43	0
43	0
59	1
59	1
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
10	0
10	0
25	1
25	1
42	0
42	0
57	1
57	1
74	0
74	0
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
3	0
3	0
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
25	1
25	1
26	1
26	1
29	1
29	1
34	0
34	0
35	0
35	0
36	0
36	0
37	0
37	0
40	0
40	0
41	0
41	0
42	0
42	0
43	0
43	0
44	0
46	0
46	0
47	0
47	0
60	1
61	1
61	1
62	1
62	1
68	0
68	0
69	0
69	0
70	0
70	0
71	0
71	0
76	0
76	0
78	0
78	0
79	0
79	0
90	1
90	1
93	1
93	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
9	0
9	0
10	0
10	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
27	1
33	0
33	0
41	0
41	0
42	0
42	0
43	0
43	0
47	0
47	0
57	1
57	1
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
66	0
66	0
67	0
67	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
10	0
10	0
15	0
15	0
24	1
24	1
25	1
25	1
33	0
33	0
42	0
42	0
47	0
47	0
47	0
47	0
64	0
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
88	1
88	1
90	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
12	0
12	0
13	0
13	0
14	0
14	0
15	0
15	0
24	1
24	1
25	1
25	1
26	1
26	1
27	1
27	1
72	0
73	0
74	0
74	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
42	0
42	0
47	0
47	0
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
12	0
12	0
15	0
15	0
26	1
26	1
27	1
27	1
44	0
44	0
76	0
76	0
78	0
78	0
79	0
79	0
89	1
90	1
90	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
15	0
15	0
25	1
25	1
26	1
26	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
56	1
56	1
57	1
57	1
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
24	1
24	1
25	1
25	1
42	0
42	0
56	1
56	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
13	0
13	0
14	0
14	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
27	1
44	0
45	0
45	0
46	0
46	0
47	0
47	0
57	1
57	1
58	1
58	1
59	1
59	1
64	0
64	0
65	0
66	0
67	0
72	0
72	0
72	0
73	0
73	0
73	0
74	0
74	0
75	0
75	0
77	0
77	0
78	0
78	0
79	0
79	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
27	1
42	0
42	0
58	1
58	1
74	0
74	0
75	0
75	0
90	1
90	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
14	0
14	0
15	0
15	0
26	1
26	1
27	1
27	1
42	0
43	0
43	0
58	1
58	1
59	1
59	1
10	0
10	0
11	0
11	0
25	1
25	1
26	1
26	1
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
15	0
15	0
22	1
22	1
23	1
23	1
43	0
43	0
47	0
47	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
10	0
10	0
24	1
24	1
42	0
42	0
56	1
56	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
89	1
90	1
90	1
90	1
90	1
91	1
91	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
47	0
47	0
57	1
57	1
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
24	1
24	1
26	1
26	1
27	1
27	1
42	0
42	0
56	1
56	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
95	1
95	1
10	0
10	0
24	1
24	1
26	1
27	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
24	1
24	1
27	1
42	0
42	0
56	1
56	1
59	1
59	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
24	1
24	1
27	1
33	0
33	0
33	0
33	0
42	0
42	0
56	1
56	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
40	0
40	0
41	0
41	0
42	0
42	0
43	0
47	0
47	0
58	1
58	1
59	1
59	1
64	0
64	0
64	0
65	0
65	0
65	0
66	0
66	0
66	0
67	0
67	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
15	0
15	0
24	1
24	1
26	1
42	0
42	0
56	1
56	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
24	1
24	1
26	1
27	1
33	0
33	0
47	0
47	0
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
75	0
88	1
88	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
57	1
57	1
58	1
58	1
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
24	1
24	1
42	0
42	0
56	1
56	1
59	1
59	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
10	0
10	0
24	1
24	1
42	0
42	0
56	1
56	1
57	1
57	1
74	0
74	0
75	0
75	0
77	0
77	0
77	0
77	0
78	0
78	0
78	0
78	0
79	0
79	0
79	0
79	0
79	0
79	0
88	1
88	1
89	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
42	0
42	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
25	1
25	1
43	0
43	0
56	1
56	1
57	1
57	1
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
88	1
88	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
27	1
33	0
33	0
41	0
41	0
42	0
42	0
57	1
57	1
58	1
58	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
24	1
25	1
25	1
26	1
26	1
27	1
27	1
30	1
30	1
31	1
31	1
73	0
73	0
79	0
79	0
88	1
88	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
0	0
0	0
1	0
1	0
10	0
10	0
11	0
11	0
24	1
24	1
25	1
25	1
33	0
33	0
43	0
43	0
56	1
56	1
64	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
23	1
23	1
24	1
24	1
42	0
42	0
74	0
74	0
75	0
75	0
88	1
88	1
89	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
25	1
25	1
26	1
26	1
27	1
40	0
40	0
41	0
41	0
42	0
42	0
43	0
43	0
47	0
47	0
57	1
57	1
58	1
58	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
24	1
24	1
25	1
25	1
26	1
26	1
27	1
27	1
31	1
42	0
42	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
11	0
11	0
12	0
12	0
14	0
15	0
15	0
27	1
27	1
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
15	0
15	0
26	1
26	1
27	1
27	1
73	0
73	0
74	0
74	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
11	0
11	0
26	1
26	1
27	1
27	1
43	0
43	0
58	1
58	1
59	1
59	1
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
15	0
15	0
23	1
23	1
41	0
41	0
42	0
42	0
43	0
43	0
47	0
47	0
74	0
74	0
75	0
75	0
79	0
79	0
10	0
10	0
11	0
11	0
24	1
24	1
26	1
27	1
74	0
74	0
75	0
75	0
88	1
88	1
89	1
94	1
94	1
95	1
95	1
10	0
10	0
25	1
25	1
26	1
26	1
27	1
27	1
42	0
42	0
57	1
57	1
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
94	1
94	1
95	1
95	1
9	0
9	0
10	0
10	0
11	0
11	0
25	1
25	1
26	1
26	1
27	1
27	1
42	0
42	0
58	1
58	1
59	1
59	1
74	0
74	0
75	0
75	0
89	1
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
8	0
8	0
9	0
9	0
11	0
11	0
15	0
15	0
15	0
15	0
27	1
27	1
33	0
33	0
42	0
42	0
43	0
43	0
46	0
47	0
47	0
47	0
58	1
58	1
59	1
59	1
64	0
64	0
64	0
64	0
65	0
65	0
65	0
65	0
65	0
66	0
66	0
66	0
66	0
67	0
67	0
67	0
67	0
72	0
72	0
72	0
72	0
72	0
73	0
73	0
73	0
73	0
73	0
73	0
74	0
74	0
74	0
74	0
74	0
74	0
75	0
75	0
75	0
75	0
75	0
75	0
90	1
90	1
91	1
91	1
92	1
92	1
93	1
93	1
94	1
94	1
95	1
95	1
10	0
10	0
42	0
42	0
58	1
58	1
59	1
59	1
74	0
74	0
90	1
90	1
91	1
91	1
10	0
10	0
15	0
15	0
25	1
25	1
26	1
